"item","itemLabel","itemDescription","id"
"http://www.wikidata.org/entity/Q22945596","The friends","painting by Marianna Schmidt","Q22945596"
"http://www.wikidata.org/entity/Q22945994","Small figure","painting by Marianna Schmidt","Q22945994"
"http://www.wikidata.org/entity/Q22945767","Sitting figure","work of art by Marianna Schmidt","Q22945767"
"http://www.wikidata.org/entity/Q22945776","The artist and his model","work of art by Marianna Schmidt","Q22945776"
"http://www.wikidata.org/entity/Q22939379","Untitled","work of art by Marianna Schmidt","Q22939379"
"http://www.wikidata.org/entity/Q22946227","[Insects] No. 110","Zeichnung von Marianna Schmidt","Q22946227"
"http://www.wikidata.org/entity/Q22946333","[Animals Studie] No. 42","Zeichnung von Marianna Schmidt","Q22946333"
"http://www.wikidata.org/entity/Q22946232","titel? No. 113","Zeichnung von Marianna Schmidt","Q22946232"
"http://www.wikidata.org/entity/Q22946254","titel? No. 107","Zeichnung von Marianna Schmidt","Q22946254"
"http://www.wikidata.org/entity/Q22946314","Insect Studie No. 39","Zeichnung von Marianna Schmidt","Q22946314"
"http://www.wikidata.org/entity/Q22946285","titel? No. 21","Zeichnung von Marianna Schmidt","Q22946285"
"http://www.wikidata.org/entity/Q22947002","9. Untitled composition","work of art by Marianna Schmidt","Q22947002"
"http://www.wikidata.org/entity/Q22947048","2. Well off","work of art by Marianna Schmidt","Q22947048"
"http://www.wikidata.org/entity/Q22256162","Paard","tekening van Philippe Morel","Q22256162"
"http://www.wikidata.org/entity/Q22255974","Serpentine","work of art by Dyan Marie","Q22255974"
"http://www.wikidata.org/entity/Q22250509","Composition (""L'escalier jaune"")","painting by Gaston Bertrand","Q22250509"
"http://www.wikidata.org/entity/Q22250491","Printemps gris","painting by Gaston Bertrand","Q22250491"
"http://www.wikidata.org/entity/Q22250495","Florence Medicis","painting by Gaston Bertrand","Q22250495"
"http://www.wikidata.org/entity/Q22251138","Un Voyage en Mer du Nord","videokunst (kunstwerken) van Marcel Broodthaers","Q22251138"
"http://www.wikidata.org/entity/Q22251656","tekening 2","work of art by Rui Chafes","Q22251656"
"http://www.wikidata.org/entity/Q22256100","Vlaggen ""Chambres d'Amis"" (I, II, III, IV)","work of art by Helmut Middendorf","Q22256100"
"http://www.wikidata.org/entity/Q22261576","Rood Vierkant","work of art by Lucio Fontana","Q22261576"
"http://www.wikidata.org/entity/Q22269462","l'Escalier","painting by Gaston Bertrand","Q22269462"
"http://www.wikidata.org/entity/Q22938326","titel? ed. 102/300","work of art by François Morellet (SMAK 5203)","Q22938326"
"http://www.wikidata.org/entity/Q22938333","titel? ed. 102/300","work of art by François Morellet (SMAK 5205)","Q22938333"
"http://www.wikidata.org/entity/Q22261512","Clair-obscur","work of art by Antoine Mortier","Q22261512"
"http://www.wikidata.org/entity/Q22280479","Kunstmarkt Basel ed. 20/40","work of art by Guillaume Bijl","Q22280479"
"http://www.wikidata.org/entity/Q22280633","Recession (sell it separately, not as a series)","work of art by Nedko Solakov","Q22280633"
"http://www.wikidata.org/entity/Q22261803","Tomorrow","work of art by Marijke van Warmerdam","Q22261803"
"http://www.wikidata.org/entity/Q22255169","961120","painting by Jus Juchtmans","Q22255169"
"http://www.wikidata.org/entity/Q22257088","Werkkledij van de belgische hermafrodiet, maar niet te fanatiek","painting by Pjeroo Roobjee","Q22257088"
"http://www.wikidata.org/entity/Q22259667","The Symmetry of Diplomacy II - Peking","work of art by Ger van Elk","Q22259667"
"http://www.wikidata.org/entity/Q22259019","Zonder titel [ed. 13/100]","work of art by Narcisse Tordoir","Q22259019"
"http://www.wikidata.org/entity/Q22259514","Boerepatee","work of art by Patrick Van Caeckenbergh","Q22259514"
"http://www.wikidata.org/entity/Q108742682","Selfportrait","schilderij van Ghenie, Adrian","Q108742682"
"http://www.wikidata.org/entity/Q22260455","Het Zien","work of art by Jan Carlier","Q22260455"
"http://www.wikidata.org/entity/Q22261586","Decisions on the stone","work of art by Richard Serra","Q22261586"
"http://www.wikidata.org/entity/Q22261109","3 plastieken ed. 2/15","Druck von Christiaan Paul Damsté","Q22261109"
"http://www.wikidata.org/entity/Q22261519","Coming up the staircase","work of art by Jan Cox","Q22261519"
"http://www.wikidata.org/entity/Q22261689","Labyrinth and pleasure gardens n°9","work of art by Jan Vercruysse","Q22261689"
"http://www.wikidata.org/entity/Q22261871","Buteo Albicandatus 3","painting by Robert Devriendt","Q22261871"
"http://www.wikidata.org/entity/Q22260890","Soul","work of art by Ricardo Brey","Q22260890"
"http://www.wikidata.org/entity/Q22936613","The Newscaster","videokunst (kunstwerken) van Michael Ross","Q22936613"
"http://www.wikidata.org/entity/Q22269369","Organisch vierkant","tekening van Johan Gelper","Q22269369"
"http://www.wikidata.org/entity/Q22271071","Eclips - gedestabiliseerd","work of art by Philippe Van Snick","Q22271071"
"http://www.wikidata.org/entity/Q22254940","Zonder titel","painting by Nina Haveman (SMAK 675)","Q22254940"
"http://www.wikidata.org/entity/Q22254956","Zonder titel","painting by Nina Haveman (SMAK 677)","Q22254956"
"http://www.wikidata.org/entity/Q22256583","Zonder titel","painting by Urs Pfannenmüller","Q22256583"
"http://www.wikidata.org/entity/Q22257202","Zonder titel","work of art by William Scharf","Q22257202"
"http://www.wikidata.org/entity/Q22281010","Atlas des Idéations","work of art by Patrick Van Caeckenbergh","Q22281010"
"http://www.wikidata.org/entity/Q22281079","Prins Willem van Oranje","work of art by Edwin Janssen","Q22281079"
"http://www.wikidata.org/entity/Q22281315","Digitaalklok","Zeichnung von Leo Copers","Q22281315"
"http://www.wikidata.org/entity/Q22260774","Zonder titel","work of art by Maria (Marsha) Serebriakova","Q22260774"
"http://www.wikidata.org/entity/Q108742590","La Traviata","sculptuur van Dujourie, Lili","Q108742590"
"http://www.wikidata.org/entity/Q22255431","Zonder titel","work of art by Mariusz Kruk","Q22255431"
"http://www.wikidata.org/entity/Q22277674","Zonder titel","painting by Per Berndtson (SMAK 3906)","Q22277674"
"http://www.wikidata.org/entity/Q22945721","Night & Day","print by Marianna Schmidt; Stedelijk Museum voor Actuele Kunst","Q22945721"
"http://www.wikidata.org/entity/Q22253608","Armageddon","work of art by Miklós Erdély","Q22253608"
"http://www.wikidata.org/entity/Q22261477","Sfinx","painting by Lucebert (SMAK 3061)","Q22261477"
"http://www.wikidata.org/entity/Q22268981","No Title","tekening van Ante Timmermans (SMAK 3572)","Q22268981"
"http://www.wikidata.org/entity/Q108742348","Senza titolo","installation artwork by Pier Paolo Calzolari","Q108742348"
"http://www.wikidata.org/entity/Q22261509","Sans titre","work of art by Antoine Mortier","Q22261509"
"http://www.wikidata.org/entity/Q108742605","Senza titolo","sculpture by Maurizio Elettrico","Q108742605"
"http://www.wikidata.org/entity/Q22259991","Compositie","painting by Walter Vilain","Q22259991"
"http://www.wikidata.org/entity/Q120692609","Petrouchka","painting by Serge Poliakoff, SMAK - Stedelijk Museum voor Actuele Kunst","Q120692609"
"http://www.wikidata.org/entity/Q22251706","Valley Curtain","Zeichnung von Christo","Q22251706"
"http://www.wikidata.org/entity/Q22252164","Camping II","painting by Raoul De Keyser","Q22252164"
"http://www.wikidata.org/entity/Q107058274","Œdipus Marshal","videokunstwerk van   Téllez, Javier","Q107058274"
"http://www.wikidata.org/entity/Q108742404","Vlaanderen verdronken","schilderij van Cordier, Thierry De","Q108742404"
"http://www.wikidata.org/entity/Q108742717","Letter To Aura","videokunstwerk van   Halloubi, Hamza","Q108742717"
"http://www.wikidata.org/entity/Q108742936","Fort Patti II","sculptuur van Nys, Sophie","Q108742936"
"http://www.wikidata.org/entity/Q108743135","Waiting for the secret","videokunstwerk van   Rustamova, Meggy","Q108743135"
"http://www.wikidata.org/entity/Q108743373","Hoog getij","schilderij van Wyckaert, Maurice","Q108743373"
"http://www.wikidata.org/entity/Q108743380","Untitled (blue)","schilderij van Zobernig, Heimo","Q108743380"
"http://www.wikidata.org/entity/Q22271325","Spinnen","tekening van Jan Fabre","Q22271325"
"http://www.wikidata.org/entity/Q22250559","Wirtschaftswerte","installatie van   Beuys, Joseph","Q22250559"
"http://www.wikidata.org/entity/Q22250740","La meta ed il doppio e l'unita mancante","work of art by Alighiero Boetti","Q22250740"
"http://www.wikidata.org/entity/Q22250787","Ombres - installatie tentoonstelling ""Chambres d'Amis""","work of art by Christian Boltanski","Q22250787"
"http://www.wikidata.org/entity/Q22250679","Decay IV","work of art by Peter Beyls","Q22250679"
"http://www.wikidata.org/entity/Q22250737","A=B uit de reeks ""I Am You"", ed. 15/300","work of art by Anna & Bernhard Johannes Blume","Q22250737"
"http://www.wikidata.org/entity/Q22251591","Peinture (sol/mur)","work of art by Louis Cane","Q22251591"
"http://www.wikidata.org/entity/Q22251741","Lapsus Exposure","installatie van   Coleman, James","Q22251741"
"http://www.wikidata.org/entity/Q22250776","Rencontres profitables","painting by Gaston Bogaerts","Q22250776"
"http://www.wikidata.org/entity/Q22252008","Schijnobject","painting by Hugo de Clercq","Q22252008"
"http://www.wikidata.org/entity/Q22253082","Constructie M","work of art by Karel Dierickx","Q22253082"
"http://www.wikidata.org/entity/Q22253303","""MAAR"" wall piece (in a corner)","work of art by Peter Downsbrough","Q22253303"
"http://www.wikidata.org/entity/Q22253390","2 x lijnen","work of art by Hugo Duchateau","Q22253390"
"http://www.wikidata.org/entity/Q22255042","The Pandora that is Pandora's Box 1/1","work of art by Noritoshi Hirakawa","Q22255042"
"http://www.wikidata.org/entity/Q22255877","Mes immobiles passions","work of art by Mark Luyten","Q22255877"
"http://www.wikidata.org/entity/Q22256015","Vierledige compositie","work of art by Guy Mees","Q22256015"
"http://www.wikidata.org/entity/Q22256288","Eine Mathematikstunde oder die Zielstrebigkeit der geworfenen Schulkreide","work of art by Piotr Nathan","Q22256288"
"http://www.wikidata.org/entity/Q22257140","Phone Sex #4","work of art by Erika Rothenberg","Q22257140"
"http://www.wikidata.org/entity/Q22256353","Awning Blanks","sculpture by Cady Noland","Q22256353"
"http://www.wikidata.org/entity/Q22256568","Parnaso","work of art by Giulio Paolini","Q22256568"
"http://www.wikidata.org/entity/Q22256613","La colonne pour la villa adriana","work of art by Anne & Patrick Poirier","Q22256613"
"http://www.wikidata.org/entity/Q22257312","Dirrottatori","work of art by Manuela Sedmach","Q22257312"
"http://www.wikidata.org/entity/Q22257587","Con luz propria","work of art by Susana Solano","Q22257587"
"http://www.wikidata.org/entity/Q22259141","zonder titel uit de reeks ""I Am You"", ed. 15/300","work of art by Rosemarie Trockel","Q22259141"
"http://www.wikidata.org/entity/Q22260010","Das Ende des Jahrhunderts","installatie van   Bruch, Klaus vom","Q22260010"
"http://www.wikidata.org/entity/Q22260075","Habsburger Stuhl","work of art by Franz West","Q22260075"
"http://www.wikidata.org/entity/Q22260552","Ridge Skyline Baffin Island","papier van Hamish Fulton","Q22260552"
"http://www.wikidata.org/entity/Q22260597","Too many laws, too few examples - Saint-Just uit de reeks ""I Am You"", ed. 15/300","work of art by Ian Hamilton Finlay","Q22260597"
"http://www.wikidata.org/entity/Q22260846","titel? ed. 54/100","Druck von Ben Vautier","Q22260846"
"http://www.wikidata.org/entity/Q22260998","zonder titel ed. 20/125","Druck von Amédée Cortier","Q22260998"
"http://www.wikidata.org/entity/Q22262006","Sans titre VI","sculpture by Jean-Marc Bustamante","Q22262006"
"http://www.wikidata.org/entity/Q22262057","Tableau piège","work of art by Daniel Spoerri","Q22262057"
"http://www.wikidata.org/entity/Q22261119","zonder titel ed. 43/69","work of art by Max Ernst","Q22261119"
"http://www.wikidata.org/entity/Q22261375","ontwerptekeningen voor zijn project voor de tentoonstelling ""Chambres d'Amis""","Zeichnung von Philip Van Isacker","Q22261375"
"http://www.wikidata.org/entity/Q22261364","titel? ed. 41/100","Druck von Gérard Titus-Carmel","Q22261364"
"http://www.wikidata.org/entity/Q22261356","Zonder titel ed. 11/150","Druck von Peter Stampfli","Q22261356"
"http://www.wikidata.org/entity/Q22261331","Zonder titel ed. 44/50","collage van Tomas Rajlich","Q22261331"
"http://www.wikidata.org/entity/Q22261716","13 vrouwen","work of art by Linda Van Neck","Q22261716"
"http://www.wikidata.org/entity/Q22261661","Ruimte - Tijd","work of art by Filip Francis","Q22261661"
"http://www.wikidata.org/entity/Q22261793","Interieur n°160","work of art by Anton Henning","Q22261793"
"http://www.wikidata.org/entity/Q22262060","Se Arde","work of art by Magali Lara","Q22262060"
"http://www.wikidata.org/entity/Q22270651","77","painting by Wilhelm Sasnal","Q22270651"
"http://www.wikidata.org/entity/Q22262262","Kleine bewegingen (1-24)","work of art by Robert Devriendt","Q22262262"
"http://www.wikidata.org/entity/Q22255883","Naakt","painting by Marc Maet","Q22255883"
"http://www.wikidata.org/entity/Q108742336","Dick","1987 painting","Q108742336"
"http://www.wikidata.org/entity/Q22266582","Amphibious (Login - Logout)","videokunstwerk van   Allora & Calzadilla","Q22266582"
"http://www.wikidata.org/entity/Q22266566","Interminável","installation by Artur Barrio","Q22266566"
"http://www.wikidata.org/entity/Q107061389","Grande Casserole de Moules","sculptuur van Broodthaers, Marcel","Q107061389"
"http://www.wikidata.org/entity/Q22266806","Zonder titel (edelhert)","sculpture by Anne Wenzel","Q22266806"
"http://www.wikidata.org/entity/Q22268811","Yuri-G ed. 2/7","videokunst (kunstwerken) van Stefaan Dheedene","Q22268811"
"http://www.wikidata.org/entity/Q22270037","Jockey (ontwerptekening)","work of art by Tina Gillen","Q22270037"
"http://www.wikidata.org/entity/Q22270508","A little Story","tekening van Nedko Solakov","Q22270508"
"http://www.wikidata.org/entity/Q22271827","A Tribute To John Cage","œuvre d'art vidéo de Nam June Paik","Q22271827"
"http://www.wikidata.org/entity/Q22260024","Marilyn Monroe","1968 print by Andy Warhol","Q22260024"
"http://www.wikidata.org/entity/Q22271947","Lust Control - Abstract (re-pain)","videokunst (kunstwerken) van Anne-Mie Van Kerckhoven","Q22271947"
"http://www.wikidata.org/entity/Q22277747","When we know what to expect, we do not have to look ed. 8/8","Druck von Fred Eerdekens","Q22277747"
"http://www.wikidata.org/entity/Q22278284","Grafiekmap Ronny Delrue","litho van Ronny Delrue","Q22278284"
"http://www.wikidata.org/entity/Q22279727","Dos clásicos ed. 3/3","work of art by Wilfredo Prieto","Q22279727"
"http://www.wikidata.org/entity/Q22280156","Les amants ed. 1/200","work of art by Yvan Theys","Q22280156"
"http://www.wikidata.org/entity/Q22280442","Mahler becomes politics, Beisbol (proof) ed. 2/5","work of art by R.B. Kitaj","Q22280442"
"http://www.wikidata.org/entity/Q22280840","ADVENTURES of mind ed. 28/65","work of art by Jiri Anderle","Q22280840"
"http://www.wikidata.org/entity/Q22280737","titels? ed. 14/80","work of art by Mark Verstockt","Q22280737"
"http://www.wikidata.org/entity/Q22281487","Affiche Air-France","work of art by Georges Mathieu","Q22281487"
"http://www.wikidata.org/entity/Q22281468","De gefrustreerde kunstenaarshand","work of art by Luk Berghe","Q22281468"
"http://www.wikidata.org/entity/Q22255921","De Wachter","work of art by Marcel Maeyer (SMAK 855)","Q22255921"
"http://www.wikidata.org/entity/Q22254782","Heat","work of art by Robert Gober","Q22254782"
"http://www.wikidata.org/entity/Q22269366","Constructie","tekening van Johan Gelper","Q22269366"
"http://www.wikidata.org/entity/Q22257670","Figuren","tekening van Roger Somville","Q22257670"
"http://www.wikidata.org/entity/Q22253869","Andy Warhol","photograph","Q22253869"
"http://www.wikidata.org/entity/Q22270950","Untitled (Golem)","work of art by Thomas Houseago","Q22270950"
"http://www.wikidata.org/entity/Q22938341","Untitled","painting by Marianna Schmidt","Q22938341"
"http://www.wikidata.org/entity/Q22938579","Untitled","tekening van Marianna Schmidt","Q22938579"
"http://www.wikidata.org/entity/Q22939188","Untitled","tekening van Marianna Schmidt (SMAK 5472)","Q22939188"
"http://www.wikidata.org/entity/Q22945718","Untitled","Druck von Marianna Schmidt","Q22945718"
"http://www.wikidata.org/entity/Q22338026","ABCABCABCABCA ed. 29/40","Kunstwerk von Marcel Broodthaers","Q22338026"
"http://www.wikidata.org/entity/Q120692628","Vierkant","painting by Dan Van Severen, SMAK - Stedelijk Museum voor Actuele Kunst","Q120692628"
"http://www.wikidata.org/entity/Q22938435","Babylonia","work of art by Marianna Schmidt","Q22938435"
"http://www.wikidata.org/entity/Q22938493","titel?","work of art by Marianna Schmidt (SMAK 5273)","Q22938493"
"http://www.wikidata.org/entity/Q22938506","titel?","work of art by Marianna Schmidt (SMAK 5276)","Q22938506"
"http://www.wikidata.org/entity/Q22938663","titel?","painting by Marianna Schmidt (SMAK 5301)","Q22938663"
"http://www.wikidata.org/entity/Q22938633","titel?","tekening van Marianna Schmidt (SMAK 5297)","Q22938633"
"http://www.wikidata.org/entity/Q108743339","Museum for a Small City","installatie van   Venlet, Richard","Q108743339"
"http://www.wikidata.org/entity/Q22938875","titel?","painting by Marianna Schmidt (SMAK 5395)","Q22938875"
"http://www.wikidata.org/entity/Q22939005","titel?","tekening van Marianna Schmidt (SMAK 5423)","Q22939005"
"http://www.wikidata.org/entity/Q22939037","titel?","tekening van Marianna Schmidt (SMAK 5430)","Q22939037"
"http://www.wikidata.org/entity/Q22939063","titel?","tekening van Marianna Schmidt (SMAK 5436)","Q22939063"
"http://www.wikidata.org/entity/Q22939076","titel?","tekening van Marianna Schmidt (SMAK 5438)","Q22939076"
"http://www.wikidata.org/entity/Q22939088","titel?","tekening van Marianna Schmidt (SMAK 5441)","Q22939088"
"http://www.wikidata.org/entity/Q22939152","titel?","tekening van Marianna Schmidt (SMAK 5460)","Q22939152"
"http://www.wikidata.org/entity/Q22939192","titel?","tekening van Marianna Schmidt (SMAK 5473)","Q22939192"
"http://www.wikidata.org/entity/Q22939358","titel?","tekening van Marianna Schmidt (SMAK 5494)","Q22939358"
"http://www.wikidata.org/entity/Q22939453","titel?","tekening van Marianna Schmidt (SMAK 5515)","Q22939453"
"http://www.wikidata.org/entity/Q22945770","titel?","work of art by Marianna Schmidt (SMAK 5644)","Q22945770"
"http://www.wikidata.org/entity/Q22945846","titel?","painting by Marianna Schmidt (SMAK 5664)","Q22945846"
"http://www.wikidata.org/entity/Q22946083","titel?","painting by Marianna Schmidt (SMAK 5701)","Q22946083"
"http://www.wikidata.org/entity/Q22946221","titel?","painting by Marianna Schmidt (SMAK 5772)","Q22946221"
"http://www.wikidata.org/entity/Q22946368","titel?","work of art by Marianna Schmidt (SMAK 5813)","Q22946368"
"http://www.wikidata.org/entity/Q22946620","titel?","tekening van Marianna Schmidt (SMAK 5872)","Q22946620"
"http://www.wikidata.org/entity/Q22946727","titel?","tekening van Marianna Schmidt (SMAK 5879)","Q22946727"
"http://www.wikidata.org/entity/Q22946860","titel?","tekening van Marianna Schmidt (SMAK 5899)","Q22946860"
"http://www.wikidata.org/entity/Q22946889","titel?","tekening van Marianna Schmidt (SMAK 5909)","Q22946889"
"http://www.wikidata.org/entity/Q22946907","titel?","tekening van Marianna Schmidt (SMAK 5915)","Q22946907"
"http://www.wikidata.org/entity/Q22946904","titel?","tekening van Marianna Schmidt (SMAK 5914)","Q22946904"
"http://www.wikidata.org/entity/Q108743382","Untitled (white)","schilderij van Zobernig, Heimo","Q108743382"
"http://www.wikidata.org/entity/Q108742286","Sans Titre","sculptuur van Blaussyld, Maurice","Q108742286"
"http://www.wikidata.org/entity/Q22261084","Structures ed. 20/70","photograph","Q22261084"
"http://www.wikidata.org/entity/Q22266434","Gebiet Extern ed. 1/5","photograph","Q22266434"
"http://www.wikidata.org/entity/Q22269488","Sorry","work of art by Guillaume Bijl","Q22269488"
"http://www.wikidata.org/entity/Q22280058","Image whipping B","photograph","Q22280058"
"http://www.wikidata.org/entity/Q22259662","Maatstaf","work of art by Etienne (Maur-Etienne) Van Doorslaer","Q22259662"
"http://www.wikidata.org/entity/Q22254483","Zwillinge","work of art by Gunther Förg","Q22254483"
"http://www.wikidata.org/entity/Q22261799","Agua Viva","work of art by Janaina Tschäpe","Q22261799"
"http://www.wikidata.org/entity/Q22269238","Untitled","work of art by Luc Tuymans (SMAK 3590)","Q22269238"
"http://www.wikidata.org/entity/Q22946233","titel? No. 114","Zeichnung von Marianna Schmidt","Q22946233"
"http://www.wikidata.org/entity/Q22946237","titel? No. 100","Zeichnung von Marianna Schmidt","Q22946237"
"http://www.wikidata.org/entity/Q22946242","titel? No. 103","Zeichnung von Marianna Schmidt","Q22946242"
"http://www.wikidata.org/entity/Q22946940","7. Troubadour","work of art by Marianna Schmidt","Q22946940"
"http://www.wikidata.org/entity/Q22947073","13. Gone","work of art by Marianna Schmidt","Q22947073"
"http://www.wikidata.org/entity/Q22947106","18.  Reminiscence","work of art by Marianna Schmidt","Q22947106"
"http://www.wikidata.org/entity/Q22261188","AIDS","Druck von General Idea","Q22261188"
"http://www.wikidata.org/entity/Q22271970","<<< AUTO-LOGIC COLOR VACCIN >> Samples 1990/1994 ""De schoenen van de buurman""","work of art by Franky DC","Q22271970"
"http://www.wikidata.org/entity/Q22256362","Zittend naakt","painting by Marcel Notebaert","Q22256362"
"http://www.wikidata.org/entity/Q108742485","Nimba","sculptuur van Debaere, Hugo","Q108742485"
"http://www.wikidata.org/entity/Q22279872","Genesis","Druck von Roger Raveel","Q22279872"
"http://www.wikidata.org/entity/Q22281026","Abracadabra","work of art by Patrick Van Caeckenbergh","Q22281026"
"http://www.wikidata.org/entity/Q22278539","On ne fait que passer ed. 249/250","work of art by Reinhoud","Q22278539"
"http://www.wikidata.org/entity/Q108742789","Camping (II)","schilderij van Keyser, Raoul De","Q108742789"
"http://www.wikidata.org/entity/Q22259456","Corso","work of art by Luc Tuymans","Q22259456"
"http://www.wikidata.org/entity/Q22250711","Lustrerie Média","installatie van   Bijl, Guillaume","Q22250711"
"http://www.wikidata.org/entity/Q22250702","Composition Trouvée Z.T.","work of art by Guillaume Bijl","Q22250702"
"http://www.wikidata.org/entity/Q22251996","Bloedend haar","work of art by Berlinde De Bruyckere","Q22251996"
"http://www.wikidata.org/entity/Q22253783","Ogni ordine è contemporaneo d'ogni altro ordine : quattro modi d'esaminare la facciata del ss. Redentore a Venezia ed. 7/120","work of art by Luciano Fabro","Q22253783"
"http://www.wikidata.org/entity/Q22254800","Linden Ronse uit de serie ""5 Trees (Flanders)""","work of art by Rodney Graham","Q22254800"
"http://www.wikidata.org/entity/Q22258890","Lied van mijn land - deel 1 (A-B) Het rijngoud","videokunst (kunstwerken) van Koen Theys","Q22258890"
"http://www.wikidata.org/entity/Q22260567","Hommage","work of art by Milan Grygar","Q22260567"
"http://www.wikidata.org/entity/Q22260215","Scultura per purificare le parole","work of art by Gilberto Zorio","Q22260215"
"http://www.wikidata.org/entity/Q22259909","Installation '89","work of art by Richard Venlet","Q22259909"
"http://www.wikidata.org/entity/Q22250780","Ginder","painting by Bram Bogart","Q22250780"
"http://www.wikidata.org/entity/Q22255785","Bretter","sculpture by Bernd Lohaus","Q22255785"
"http://www.wikidata.org/entity/Q22261306","Zonder titel ed. 21/175","work of art by Jozef Mees","Q22261306"
"http://www.wikidata.org/entity/Q22262346","The Journey (True Colours)","work of art by Michaël Borremans","Q22262346"
"http://www.wikidata.org/entity/Q22268226","La Roquette Secrète","work of art by Mark Langelaar","Q22268226"
"http://www.wikidata.org/entity/Q22269384","From the Collector of Art (42)","work of art by Nedko Solakov","Q22269384"
"http://www.wikidata.org/entity/Q22270315","From the Collector of Art (31)","work of art by Nedko Solakov","Q22270315"
"http://www.wikidata.org/entity/Q22254981","Zonder titel","painting by Nina Haveman (SMAK 681)","Q22254981"
"http://www.wikidata.org/entity/Q22257500","Zonder titel","work of art by Mariella Simoni (SMAK 1335)","Q22257500"
"http://www.wikidata.org/entity/Q108742603","Sehnsucht","installatie van   Eisinga, Jeroen","Q108742603"
"http://www.wikidata.org/entity/Q22259507","Zonder titel","work of art by Thé van Bergen (SMAK 1436)","Q22259507"
"http://www.wikidata.org/entity/Q22256547","Aluminaut","drawing by Panamarenko","Q22256547"
"http://www.wikidata.org/entity/Q22280769","Aan-één","work of art by Berlinde De Bruyckere","Q22280769"
"http://www.wikidata.org/entity/Q22281305","Everything Falls","work of art by Michaël Borremans","Q22281305"
"http://www.wikidata.org/entity/Q22281321","Mots relais mor elle t ed. 53/60","Druck von François Morellet","Q22281321"
"http://www.wikidata.org/entity/Q22256105","zonder titel","work of art by Helmut Middendorf","Q22256105"
"http://www.wikidata.org/entity/Q22266292","Grace Jones BLACKOUT","Druck von Willem Oorebeek","Q22266292"
"http://www.wikidata.org/entity/Q22251786","Compositie","work of art by Karel Leon Cornel","Q22251786"
"http://www.wikidata.org/entity/Q22280966","Vrouw voor de spiegel","work of art by Erwin Mackowiak","Q22280966"
"http://www.wikidata.org/entity/Q108742259","Concrete Work","sculptuur van Bartolini, Massimo","Q108742259"
"http://www.wikidata.org/entity/Q108742676","Geel, rood, blauw, enz...","installatie van   Geys, Jef","Q108742676"
"http://www.wikidata.org/entity/Q108742675","Gleichheit broederlijkheid liberté","sculptuur van Geys, Jef","Q108742675"
"http://www.wikidata.org/entity/Q108742694","Linden Ronse (uit de serie ""5 Trees (Flanders)"")","foto's van Graham, Rodney","Q108742694"
"http://www.wikidata.org/entity/Q108742777","Incorrect Sexual Model: Mommy's Penis","schilderij van Kelley, Mike","Q108742777"
"http://www.wikidata.org/entity/Q108742734","Pre-Image/Porto","videokunstwerk van   Hiwa K","Q108742734"
"http://www.wikidata.org/entity/Q108742937","Drahtskulptur","sculptuur van Oberhuber, Oswald","Q108742937"
"http://www.wikidata.org/entity/Q108742730","Trigramme","tekeningen van Hinrichs, Heide","Q108742730"
"http://www.wikidata.org/entity/Q108742826","There is a Man","installatie van   Leblon, Guillaume","Q108742826"
"http://www.wikidata.org/entity/Q108743078","Große Pyramide","schilderij van Richter, Gerhard","Q108743078"
"http://www.wikidata.org/entity/Q108743139","Ungenau","schilderij van Ryslavy, Kurt","Q108743139"
"http://www.wikidata.org/entity/Q108743320","No Title (Stacked Plates)","sculptuur van Therrien, Robert","Q108743320"
"http://www.wikidata.org/entity/Q108743361","Variatie","schilderij van Wéry, Marthe","Q108743361"
"http://www.wikidata.org/entity/Q22262003","Kant","work of art by José Antonio Hernández-Diez","Q22262003"
"http://www.wikidata.org/entity/Q108742604","Senza titolo","sculpture 2 by Maurizio Elettrico","Q108742604"
"http://www.wikidata.org/entity/Q22257959","Sans titre","painting by Walter Swennen","Q22257959"
"http://www.wikidata.org/entity/Q22255520","Sequel","work of art by Allart Lakke","Q22255520"
"http://www.wikidata.org/entity/Q22256239","Hagen-Vorhalle","work of art by Reinhard Mucha","Q22256239"
"http://www.wikidata.org/entity/Q22261816","Sans titre","painting by Walter Swennen (SMAK 3203)","Q22261816"
"http://www.wikidata.org/entity/Q22261819","Sans titre","work of art by Walter Swennen","Q22261819"
"http://www.wikidata.org/entity/Q22255193","Die Toilette","installatie van Ilya Kabakov","Q22255193"
"http://www.wikidata.org/entity/Q22259404","Lamp","work of art by Luc Tuymans, S.M.A.K.","Q22259404"
"http://www.wikidata.org/entity/Q120692612","Spel met vogels","painting by Anton Rooskens, SMAK - Stedelijk Museum voor Actuele Kunst","Q120692612"
"http://www.wikidata.org/entity/Q22946035","Untitled #1","painting by Marianna Schmidt (SMAK 5688)","Q22946035"
"http://www.wikidata.org/entity/Q120692426","Les cabines","painting by Louis Van Lint, SMAK - Stedelijk Museum voor Actuele Kunst","Q120692426"
"http://www.wikidata.org/entity/Q120692434","Gebroekte wolk - Hulde aan Mayakovsky","painting by Pierre Alechinsky, SMAK - Stedelijk Museum voor Actuele Kunst","Q120692434"
"http://www.wikidata.org/entity/Q120692429","Haven - Opus 2-1926","painting by Victor Servranckx, SMAK - Stedelijk Museum voor Actuele Kunst","Q120692429"
